image_path,relative_path,dataset,location,top_category,confidence,is_empty,fish,coral,marine_animal,vegetation,sand_seafloor,rocks,shipwreck_debris,man_made_structure,diver,open_water,murky_turbid,dark_overexposed,blurry_corrupt
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00560.png,2023-09-03-07-58-37/camera/00560.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8991,False,0.0000,0.0003,0.0000,0.0004,0.0012,0.0031,0.8991,0.0657,0.0001,0.0017,0.0175,0.0020,0.0088
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00561.png,2023-09-03-07-58-37/camera/00561.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8898,False,0.0000,0.0002,0.0000,0.0004,0.0007,0.0018,0.8898,0.0823,0.0001,0.0020,0.0146,0.0016,0.0064
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00562.png,2023-09-03-07-58-37/camera/00562.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9404,False,0.0000,0.0001,0.0000,0.0001,0.0004,0.0007,0.9404,0.0495,0.0000,0.0004,0.0050,0.0004,0.0031
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00563.png,2023-09-03-07-58-37/camera/00563.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9498,False,0.0000,0.0001,0.0000,0.0001,0.0004,0.0010,0.9498,0.0382,0.0000,0.0005,0.0055,0.0006,0.0037
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00564.png,2023-09-03-07-58-37/camera/00564.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9573,False,0.0000,0.0000,0.0000,0.0001,0.0003,0.0006,0.9573,0.0342,0.0000,0.0005,0.0042,0.0003,0.0024
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00565.png,2023-09-03-07-58-37/camera/00565.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9433,False,0.0000,0.0000,0.0000,0.0001,0.0003,0.0010,0.9433,0.0445,0.0000,0.0007,0.0058,0.0004,0.0039
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00566.png,2023-09-03-07-58-37/camera/00566.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9556,False,0.0000,0.0000,0.0000,0.0000,0.0006,0.0008,0.9556,0.0327,0.0000,0.0007,0.0056,0.0005,0.0034
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00567.png,2023-09-03-07-58-37/camera/00567.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9677,False,0.0000,0.0001,0.0000,0.0001,0.0006,0.0010,0.9677,0.0162,0.0000,0.0004,0.0101,0.0003,0.0036
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00568.png,2023-09-03-07-58-37/camera/00568.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9734,False,0.0000,0.0000,0.0000,0.0000,0.0004,0.0005,0.9734,0.0178,0.0000,0.0004,0.0044,0.0003,0.0027
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00569.png,2023-09-03-07-58-37/camera/00569.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9757,False,0.0000,0.0001,0.0000,0.0001,0.0004,0.0008,0.9757,0.0147,0.0000,0.0005,0.0054,0.0003,0.0021
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00570.png,2023-09-03-07-58-37/camera/00570.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9539,False,0.0000,0.0001,0.0000,0.0003,0.0014,0.0017,0.9539,0.0149,0.0000,0.0007,0.0204,0.0005,0.0059
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00571.png,2023-09-03-07-58-37/camera/00571.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9588,False,0.0000,0.0001,0.0000,0.0001,0.0004,0.0006,0.9588,0.0308,0.0000,0.0006,0.0055,0.0003,0.0028
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00572.png,2023-09-03-07-58-37/camera/00572.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4423,True,0.0003,0.0023,0.0001,0.0031,0.0045,0.0117,0.3949,0.1060,0.0003,0.0078,0.4423,0.0045,0.0222
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00573.png,2023-09-03-07-58-37/camera/00573.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9183,False,0.0000,0.0002,0.0000,0.0003,0.0006,0.0030,0.9183,0.0512,0.0000,0.0013,0.0204,0.0007,0.0041
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00574.png,2023-09-03-07-58-37/camera/00574.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9087,False,0.0001,0.0003,0.0000,0.0003,0.0013,0.0037,0.9087,0.0441,0.0000,0.0019,0.0317,0.0010,0.0067
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00575.png,2023-09-03-07-58-37/camera/00575.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8870,False,0.0001,0.0003,0.0000,0.0004,0.0012,0.0030,0.8870,0.0586,0.0000,0.0022,0.0411,0.0009,0.0053
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00576.png,2023-09-03-07-58-37/camera/00576.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9196,False,0.0000,0.0001,0.0000,0.0003,0.0005,0.0008,0.9196,0.0620,0.0000,0.0010,0.0130,0.0004,0.0022
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00577.png,2023-09-03-07-58-37/camera/00577.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8556,False,0.0000,0.0003,0.0000,0.0004,0.0008,0.0042,0.8556,0.0910,0.0001,0.0039,0.0308,0.0016,0.0114
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00578.png,2023-09-03-07-58-37/camera/00578.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9434,False,0.0000,0.0001,0.0000,0.0001,0.0006,0.0009,0.9434,0.0475,0.0000,0.0004,0.0042,0.0002,0.0024
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00579.png,2023-09-03-07-58-37/camera/00579.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8403,False,0.0000,0.0001,0.0000,0.0002,0.0007,0.0016,0.8403,0.1365,0.0001,0.0018,0.0135,0.0007,0.0045
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00580.png,2023-09-03-07-58-37/camera/00580.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9004,False,0.0000,0.0002,0.0000,0.0002,0.0006,0.0041,0.9004,0.0760,0.0000,0.0007,0.0135,0.0005,0.0038
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00581.png,2023-09-03-07-58-37/camera/00581.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8739,False,0.0000,0.0002,0.0000,0.0002,0.0008,0.0038,0.8739,0.0951,0.0001,0.0012,0.0152,0.0010,0.0084
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00582.png,2023-09-03-07-58-37/camera/00582.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9111,False,0.0000,0.0001,0.0000,0.0006,0.0007,0.0032,0.9111,0.0572,0.0003,0.0023,0.0111,0.0016,0.0118
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00583.png,2023-09-03-07-58-37/camera/00583.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9054,False,0.0000,0.0001,0.0000,0.0001,0.0005,0.0029,0.9054,0.0677,0.0001,0.0017,0.0135,0.0007,0.0074
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00584.png,2023-09-03-07-58-37/camera/00584.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7971,False,0.0000,0.0003,0.0001,0.0005,0.0035,0.0086,0.7971,0.1455,0.0001,0.0024,0.0305,0.0009,0.0106
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00585.png,2023-09-03-07-58-37/camera/00585.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7695,False,0.0000,0.0002,0.0001,0.0003,0.0021,0.0076,0.7695,0.1477,0.0002,0.0041,0.0485,0.0022,0.0174
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00586.png,2023-09-03-07-58-37/camera/00586.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6306,False,0.0001,0.0016,0.0003,0.0005,0.0038,0.0363,0.6306,0.2236,0.0007,0.0067,0.0625,0.0046,0.0285
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00587.png,2023-09-03-07-58-37/camera/00587.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7743,False,0.0001,0.0003,0.0001,0.0004,0.0037,0.0050,0.7743,0.1587,0.0006,0.0064,0.0256,0.0046,0.0201
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00588.png,2023-09-03-07-58-37/camera/00588.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7166,False,0.0000,0.0002,0.0001,0.0002,0.0022,0.0029,0.7166,0.2474,0.0005,0.0016,0.0172,0.0011,0.0099
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00589.png,2023-09-03-07-58-37/camera/00589.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7860,False,0.0000,0.0002,0.0001,0.0001,0.0041,0.0024,0.7860,0.1718,0.0003,0.0039,0.0194,0.0016,0.0101
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00590.png,2023-09-03-07-58-37/camera/00590.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8335,False,0.0001,0.0002,0.0005,0.0002,0.0039,0.0028,0.8335,0.0693,0.0006,0.0034,0.0414,0.0056,0.0385
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00591.png,2023-09-03-07-58-37/camera/00591.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7555,False,0.0000,0.0002,0.0002,0.0002,0.0031,0.0068,0.7555,0.1329,0.0002,0.0063,0.0699,0.0042,0.0204
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00592.png,2023-09-03-07-58-37/camera/00592.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8884,False,0.0000,0.0002,0.0004,0.0002,0.0020,0.0044,0.8884,0.0620,0.0003,0.0024,0.0274,0.0015,0.0109
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00593.png,2023-09-03-07-58-37/camera/00593.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8261,False,0.0000,0.0001,0.0004,0.0002,0.0039,0.0031,0.8261,0.0643,0.0004,0.0048,0.0546,0.0079,0.0342
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00594.png,2023-09-03-07-58-37/camera/00594.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7012,False,0.0000,0.0007,0.0002,0.0002,0.0057,0.0190,0.7012,0.1969,0.0002,0.0055,0.0470,0.0027,0.0209
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00595.png,2023-09-03-07-58-37/camera/00595.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8241,False,0.0000,0.0004,0.0000,0.0001,0.0021,0.0093,0.8241,0.1201,0.0001,0.0053,0.0247,0.0019,0.0118
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00596.png,2023-09-03-07-58-37/camera/00596.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7902,False,0.0000,0.0003,0.0000,0.0001,0.0014,0.0116,0.7902,0.1558,0.0001,0.0028,0.0282,0.0011,0.0085
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00597.png,2023-09-03-07-58-37/camera/00597.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7246,False,0.0000,0.0002,0.0003,0.0002,0.0010,0.0052,0.7246,0.2351,0.0010,0.0022,0.0201,0.0013,0.0088
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00598.png,2023-09-03-07-58-37/camera/00598.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5969,False,0.0001,0.0002,0.0001,0.0003,0.0014,0.0035,0.5969,0.2992,0.0005,0.0047,0.0769,0.0026,0.0135
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00599.png,2023-09-03-07-58-37/camera/00599.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6969,False,0.0000,0.0001,0.0000,0.0001,0.0012,0.0038,0.6969,0.2043,0.0001,0.0070,0.0658,0.0029,0.0177
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00600.png,2023-09-03-07-58-37/camera/00600.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6799,False,0.0000,0.0003,0.0001,0.0001,0.0026,0.0220,0.6799,0.1748,0.0001,0.0095,0.0699,0.0042,0.0365
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00601.png,2023-09-03-07-58-37/camera/00601.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6965,False,0.0000,0.0001,0.0001,0.0002,0.0023,0.0053,0.6965,0.1893,0.0002,0.0092,0.0774,0.0035,0.0161
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00602.png,2023-09-03-07-58-37/camera/00602.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7676,False,0.0000,0.0001,0.0001,0.0001,0.0017,0.0032,0.7676,0.1090,0.0002,0.0097,0.0805,0.0045,0.0232
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00603.png,2023-09-03-07-58-37/camera/00603.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7143,False,0.0001,0.0001,0.0001,0.0002,0.0021,0.0014,0.7143,0.1108,0.0003,0.0119,0.1167,0.0071,0.0349
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00604.png,2023-09-03-07-58-37/camera/00604.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7436,False,0.0001,0.0001,0.0001,0.0001,0.0016,0.0016,0.7436,0.1002,0.0003,0.0112,0.1123,0.0055,0.0232
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00605.png,2023-09-03-07-58-37/camera/00605.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6244,False,0.0001,0.0003,0.0001,0.0003,0.0023,0.0024,0.6244,0.1313,0.0005,0.0155,0.1491,0.0115,0.0623
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00606.png,2023-09-03-07-58-37/camera/00606.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7043,False,0.0001,0.0002,0.0001,0.0003,0.0021,0.0039,0.7043,0.1339,0.0002,0.0072,0.1085,0.0042,0.0351
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00607.png,2023-09-03-07-58-37/camera/00607.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7270,False,0.0001,0.0001,0.0001,0.0001,0.0014,0.0021,0.7270,0.0822,0.0002,0.0107,0.1010,0.0096,0.0654
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00608.png,2023-09-03-07-58-37/camera/00608.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7311,False,0.0001,0.0001,0.0002,0.0001,0.0016,0.0011,0.7311,0.0632,0.0004,0.0166,0.1151,0.0116,0.0587
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00609.png,2023-09-03-07-58-37/camera/00609.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5561,False,0.0002,0.0001,0.0001,0.0002,0.0025,0.0016,0.5561,0.1513,0.0004,0.0267,0.1582,0.0201,0.0825
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00610.png,2023-09-03-07-58-37/camera/00610.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6536,False,0.0001,0.0002,0.0001,0.0002,0.0017,0.0036,0.6536,0.1711,0.0001,0.0163,0.0861,0.0100,0.0568
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00611.png,2023-09-03-07-58-37/camera/00611.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5080,False,0.0001,0.0004,0.0001,0.0003,0.0037,0.0074,0.5080,0.3171,0.0001,0.0237,0.1039,0.0065,0.0288
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00612.png,2023-09-03-07-58-37/camera/00612.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7207,False,0.0000,0.0004,0.0000,0.0002,0.0019,0.0143,0.7207,0.2008,0.0001,0.0078,0.0362,0.0020,0.0154
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00613.png,2023-09-03-07-58-37/camera/00613.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6034,False,0.0001,0.0003,0.0000,0.0003,0.0017,0.0116,0.6034,0.2778,0.0001,0.0163,0.0599,0.0043,0.0242
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00614.png,2023-09-03-07-58-37/camera/00614.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6460,False,0.0000,0.0003,0.0000,0.0002,0.0017,0.0114,0.6460,0.2631,0.0001,0.0106,0.0423,0.0026,0.0217
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00615.png,2023-09-03-07-58-37/camera/00615.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5264,False,0.0001,0.0002,0.0001,0.0002,0.0028,0.0038,0.5264,0.3384,0.0001,0.0313,0.0634,0.0068,0.0264
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00616.png,2023-09-03-07-58-37/camera/00616.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4627,False,0.0001,0.0002,0.0002,0.0003,0.0031,0.0022,0.4627,0.1780,0.0004,0.0269,0.2301,0.0152,0.0807
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00617.png,2023-09-03-07-58-37/camera/00617.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.3784,False,0.0001,0.0002,0.0001,0.0003,0.0024,0.0049,0.3784,0.3576,0.0002,0.0191,0.1816,0.0084,0.0467
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00618.png,2023-09-03-07-58-37/camera/00618.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4905,False,0.0001,0.0003,0.0001,0.0003,0.0069,0.0069,0.4905,0.2500,0.0002,0.0208,0.1757,0.0063,0.0419
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00619.png,2023-09-03-07-58-37/camera/00619.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4296,True,0.0001,0.0002,0.0002,0.0004,0.0059,0.0017,0.3316,0.0901,0.0004,0.0233,0.4296,0.0168,0.0998
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00620.png,2023-09-03-07-58-37/camera/00620.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3877,True,0.0002,0.0002,0.0001,0.0003,0.0089,0.0016,0.3702,0.0920,0.0004,0.0359,0.3877,0.0152,0.0873
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00621.png,2023-09-03-07-58-37/camera/00621.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4162,False,0.0002,0.0002,0.0001,0.0003,0.0068,0.0050,0.4162,0.1445,0.0002,0.0213,0.3132,0.0119,0.0800
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00622.png,2023-09-03-07-58-37/camera/00622.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5196,False,0.0001,0.0001,0.0001,0.0002,0.0036,0.0017,0.5196,0.1533,0.0003,0.0253,0.2230,0.0093,0.0635
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00623.png,2023-09-03-07-58-37/camera/00623.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.3182,False,0.0001,0.0002,0.0002,0.0003,0.0030,0.0024,0.3182,0.2611,0.0004,0.0279,0.2945,0.0120,0.0797
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00624.png,2023-09-03-07-58-37/camera/00624.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.3291,False,0.0001,0.0001,0.0002,0.0002,0.0032,0.0012,0.3291,0.2283,0.0003,0.0299,0.3140,0.0115,0.0819
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00625.png,2023-09-03-07-58-37/camera/00625.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4489,True,0.0001,0.0001,0.0002,0.0002,0.0036,0.0013,0.2523,0.1509,0.0003,0.0281,0.4489,0.0159,0.0979
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00626.png,2023-09-03-07-58-37/camera/00626.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5218,True,0.0002,0.0001,0.0002,0.0002,0.0035,0.0018,0.2355,0.1101,0.0003,0.0183,0.5218,0.0166,0.0913
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00627.png,2023-09-03-07-58-37/camera/00627.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5530,True,0.0002,0.0001,0.0002,0.0003,0.0024,0.0017,0.2522,0.0812,0.0003,0.0162,0.5530,0.0137,0.0786
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00628.png,2023-09-03-07-58-37/camera/00628.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4187,True,0.0001,0.0001,0.0002,0.0003,0.0042,0.0019,0.3165,0.1720,0.0002,0.0196,0.4187,0.0086,0.0576
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00629.png,2023-09-03-07-58-37/camera/00629.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4955,True,0.0001,0.0001,0.0002,0.0003,0.0043,0.0016,0.2689,0.0846,0.0003,0.0241,0.4955,0.0164,0.1035
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00630.png,2023-09-03-07-58-37/camera/00630.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4082,False,0.0001,0.0001,0.0003,0.0003,0.0066,0.0017,0.4082,0.1646,0.0002,0.0251,0.3108,0.0113,0.0708
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00631.png,2023-09-03-07-58-37/camera/00631.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4936,True,0.0002,0.0001,0.0002,0.0003,0.0063,0.0016,0.2082,0.1256,0.0002,0.0404,0.4936,0.0199,0.1033
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00632.png,2023-09-03-07-58-37/camera/00632.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4702,True,0.0002,0.0001,0.0002,0.0004,0.0048,0.0016,0.2810,0.0770,0.0003,0.0313,0.4702,0.0208,0.1121
